loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
15800,36 months,7.32,490.17,A,10+ years,MORTGAGE,68500,Not Verified,debt_consolidation,6.07,0,747,61.8,Fully Paid
10200,36 months,6.38,312.06,A,6 years,MORTGAGE,174400,Not Verified,credit_card,19.65,0,760,57.1,Charged Off
10400,36 months,29.32,437.63,G,5 years,RENT,104700,Not Verified,debt_consolidation,22.95,0,657,81.2,Charged Off
4800,36 months,20.11,178.65,E,1 year,MORTGAGE,64800,Not Verified,debt_consolidation,9.99,0,672,61.6,Charged Off
5800,36 months,11.84,192.2,B,3 years,MORTGAGE,29300,Verified,home_improvement,26.36,0,713,47.5,Fully Paid
6800,60 months,13.37,156.01,C,10+ years,RENT,65400,Verified,debt_consolidation,17.43,0,692,75.8,Charged Off
5900,36 months,14.08,201.88,D,3 years,RENT,106200,Verified,debt_consolidation,29.71,0,684,88.0,Charged Off
9300,36 months,9.4,297.47,B,6 years,RENT,80500,Source Verified,credit_card,33.92,1,702,41.2,Fully Paid
24500,60 months,6.95,484.55,A,1 year,RENT,48200,Verified,credit_card,11.16,1,748,31.1,Fully Paid
33200,36 months,12.79,1115.28,C,10+ years,MORTGAGE,34500,Source Verified,small_business,26.65,0,694,60.9,Fully Paid
32600,36 months,10.17,1054.51,B,10+ years,OWN,25400,Verified,credit_card,19.41,0,689,68.6,Charged Off
12900,60 months,15.76,312.06,D,10+ years,MORTGAGE,32300,Source Verified,medical,20.15,0,673,28.0,Charged Off
14100,60 months,7.39,281.8,A,,OWN,44800,Verified,credit_card,17.79,0,744,71.1,Charged Off
11100,60 months,18.9,287.33,E,6 years,MORTGAGE,101400,Not Verified,major_purchase,18.02,0,671,66.8,Charged Off
21000,60 months,17.54,528.02,D,3 years,MORTGAGE,74400,Not Verified,medical,8.55,1,678,31.8,Charged Off
10800,60 months,30.0,349.42,G,10+ years,MORTGAGE,106800,Verified,credit_card,14.21,0,652,35.6,Charged Off
13000,36 months,15.43,453.39,C,9 years,RENT,133000,Not Verified,debt_consolidation,15.39,0,717,91.9,Fully Paid
11700,36 months,10.72,381.49,B,10+ years,OWN,142100,Source Verified,debt_consolidation,14.46,0,720,36.6,Charged Off
5000,60 months,8.61,102.85,B,3 years,RENT,76000,Not Verified,debt_consolidation,29.74,0,710,50.4,Fully Paid
6500,36 months,13.88,221.78,C,10+ years,MORTGAGE,159800,Not Verified,credit_card,14.78,1,709,67.0,Fully Paid
23700,60 months,14.18,553.67,C,10+ years,MORTGAGE,51200,Verified,major_purchase,16.38,2,699,45.6,Fully Paid
13600,36 months,22.36,521.93,F,10+ years,MORTGAGE,112000,Verified,major_purchase,26.55,0,663,28.8,Charged Off
9100,60 months,10.55,195.82,B,4 years,MORTGAGE,12000,Not Verified,debt_consolidation,7.47,0,722,56.9,Charged Off
11000,60 months,14.13,256.69,C,2 years,MORTGAGE,26800,Verified,debt_consolidation,20.54,2,690,27.2,Charged Off
4300,60 months,14.93,102.14,D,8 years,RENT,63900,Not Verified,debt_consolidation,20.09,1,677,55.2,Fully Paid
20800,60 months,8.9,430.76,B,10+ years,RENT,37900,Source Verified,debt_consolidation,18.05,0,695,74.4,Fully Paid
12000,36 months,7.77,374.76,A,10+ years,MORTGAGE,69300,Not Verified,credit_card,15.76,1,728,29.1,Fully Paid
21400,60 months,12.89,485.71,C,9 years,MORTGAGE,87500,Source Verified,debt_consolidation,14.13,0,689,48.0,Fully Paid
8900,36 months,17.09,317.71,D,10+ years,MORTGAGE,120200,Not Verified,debt_consolidation,6.11,0,675,94.0,Charged Off
13400,36 months,15.2,465.83,D,10+ years,MORTGAGE,73800,Source Verified,credit_card,35.78,1,688,37.2,Fully Paid
12800,36 months,5.71,387.72,A,10+ years,MORTGAGE,56500,Not Verified,debt_consolidation,21.38,0,740,64.7,Charged Off
6800,60 months,12.51,153.02,C,1 year,RENT,71600,Verified,credit_card,22.3,0,680,88.9,Fully Paid
17300,36 months,11.12,567.36,B,,MORTGAGE,32100,Verified,debt_consolidation,17.23,0,724,68.9,Fully Paid
5400,60 months,12.74,122.15,C,10+ years,MORTGAGE,121200,Verified,medical,14.07,1,685,32.5,Fully Paid
3900,36 months,11.19,128.03,B,10+ years,MORTGAGE,82500,Not Verified,debt_consolidation,12.19,0,700,66.3,Fully Paid
25300,36 months,14.19,867.03,C,10+ years,MORTGAGE,34400,Source Verified,debt_consolidation,17.22,1,690,49.1,Fully Paid
12100,36 months,12.4,404.21,C,4 years,MORTGAGE,77800,Not Verified,debt_consolidation,7.78,0,706,86.3,Fully Paid
12000,36 months,10.54,390.26,B,10+ years,OWN,66500,Not Verified,home_improvement,12.36,0,738,76.8,Fully Paid
31500,36 months,19.69,1165.68,E,10+ years,MORTGAGE,23000,Not Verified,debt_consolidation,18.44,1,677,24.8,Charged Off
39800,36 months,6.34,1216.93,A,< 1 year,MORTGAGE,39400,Verified,credit_card,6.35,0,744,67.0,Charged Off
14500,36 months,6.89,446.99,A,2 years,MORTGAGE,35500,Not Verified,debt_consolidation,13.05,1,740,72.7,Fully Paid
34800,36 months,15.72,1218.66,D,7 years,MORTGAGE,21000,Not Verified,credit_card,18.31,0,687,68.1,Charged Off
4700,36 months,14.72,162.28,C,9 years,RENT,47200,Source Verified,car,7.62,1,692,49.9,Fully Paid
19800,36 months,11.97,657.36,C,10+ years,MORTGAGE,60800,Source Verified,small_business,14.68,0,702,72.8,Charged Off
29300,60 months,14.95,696.28,C,< 1 year,RENT,122800,Source Verified,debt_consolidation,11.43,1,729,68.0,Fully Paid
11700,60 months,5.06,221.12,A,10+ years,MORTGAGE,90200,Source Verified,debt_consolidation,13.51,1,741,43.4,Fully Paid
9300,36 months,11.64,307.3,C,5 years,RENT,44900,Not Verified,debt_consolidation,45.57,0,696,82.3,Charged Off
24200,36 months,25.07,963.08,G,3 years,MORTGAGE,36300,Source Verified,debt_consolidation,29.77,0,652,45.3,Fully Paid
13900,36 months,22.56,534.88,E,10+ years,OWN,48200,Source Verified,small_business,17.66,0,658,88.2,Fully Paid
8900,60 months,15.2,212.67,C,,RENT,47100,Source Verified,major_purchase,28.11,1,699,49.9,Charged Off
12200,36 months,15.97,428.74,C,9 years,RENT,60500,Source Verified,small_business,21.74,0,715,38.1,Charged Off
20700,60 months,29.16,659.07,F,10+ years,RENT,19700,Not Verified,debt_consolidation,26.64,0,663,73.3,Charged Off
6200,60 months,20.94,167.52,E,10+ years,MORTGAGE,117300,Not Verified,debt_consolidation,18.1,0,669,41.6,Charged Off
12600,36 months,10.47,409.35,B,10+ years,RENT,77100,Not Verified,debt_consolidation,18.11,2,719,35.9,Fully Paid
7700,36 months,10.35,249.72,B,10+ years,RENT,33200,Not Verified,credit_card,6.65,0,718,66.0,Fully Paid
15500,36 months,9.31,495.14,B,7 years,RENT,37200,Verified,credit_card,25.13,0,724,66.5,Fully Paid
6700,36 months,12.71,224.81,C,1 year,MORTGAGE,54800,Source Verified,debt_consolidation,27.06,1,683,41.2,Charged Off
8200,36 months,12.43,274.04,C,9 years,RENT,86100,Verified,credit_card,16.85,1,710,28.8,Charged Off
21200,36 months,13.85,723.02,C,6 years,RENT,35100,Source Verified,debt_consolidation,20.85,0,688,52.4,Charged Off
10600,36 months,15.38,369.43,D,7 years,MORTGAGE,120000,Not Verified,debt_consolidation,18.8,0,705,55.0,Charged Off
18000,36 months,6.18,549.06,A,10+ years,MORTGAGE,102500,Verified,debt_consolidation,17.18,0,748,49.3,Fully Paid
15200,36 months,9.87,489.53,B,4 years,RENT,142000,Not Verified,credit_card,16.2,1,687,24.4,Charged Off
17500,60 months,8.5,359.04,B,10+ years,MORTGAGE,66500,Verified,credit_card,12.68,0,709,54.2,Charged Off
13500,36 months,12.91,454.28,C,9 years,OWN,79200,Source Verified,debt_consolidation,16.2,0,679,59.5,Fully Paid
25100,36 months,7.06,775.7,A,10+ years,RENT,19100,Not Verified,debt_consolidation,29.57,0,735,56.0,Fully Paid
16600,36 months,12.99,559.24,C,5 years,RENT,57600,Verified,debt_consolidation,6.75,0,715,46.0,Fully Paid
5000,36 months,11.72,165.4,B,2 years,RENT,184100,Not Verified,credit_card,18.88,0,705,44.0,Fully Paid
22400,60 months,11.33,490.72,C,1 year,RENT,141300,Source Verified,debt_consolidation,28.35,0,685,,Fully Paid
12500,36 months,10.32,405.22,B,9 years,RENT,87100,Not Verified,debt_consolidation,17.78,0,717,54.9,Charged Off
8000,36 months,5.53,241.68,A,8 years,MORTGAGE,127000,Not Verified,credit_card,10.12,0,738,43.4,Fully Paid
18200,36 months,10.67,593.0,B,3 years,MORTGAGE,31200,Verified,debt_consolidation,27.65,0,700,42.7,Charged Off
12000,36 months,10.9,392.3,B,10+ years,MORTGAGE,55700,Not Verified,credit_card,13.73,1,714,83.9,Charged Off
22200,60 months,5.93,428.47,A,10+ years,OWN,156400,Verified,debt_consolidation,23.6,0,736,68.2,Charged Off
8900,36 months,6.81,274.03,A,2 years,OWN,48000,Not Verified,major_purchase,15.56,1,742,33.9,Fully Paid
14500,36 months,14.05,495.93,C,< 1 year,MORTGAGE,29400,Not Verified,debt_consolidation,13.59,0,708,37.8,Fully Paid
9000,60 months,9.97,191.09,B,6 years,RENT,31200,Source Verified,debt_consolidation,19.32,0,715,54.8,Fully Paid
22400,36 months,20.94,843.23,E,1 year,RENT,28800,Source Verified,debt_consolidation,16.12,1,688,43.5,Fully Paid
4200,60 months,13.74,97.16,C,< 1 year,RENT,53700,Not Verified,debt_consolidation,28.0,1,713,59.8,Charged Off
9100,36 months,10.38,295.26,B,,MORTGAGE,93100,Verified,major_purchase,5.36,0,708,38.8,Fully Paid
10600,36 months,14.08,362.69,D,10+ years,MORTGAGE,125000,Not Verified,credit_card,21.39,0,708,47.2,Charged Off
18500,36 months,21.64,703.08,E,< 1 year,MORTGAGE,68700,Not Verified,credit_card,36.0,1,665,90.0,Fully Paid
34200,36 months,16.66,1213.54,D,10+ years,MORTGAGE,187500,Source Verified,debt_consolidation,24.37,1,688,76.0,Charged Off
11600,36 months,10.07,374.68,B,10+ years,RENT,79200,Source Verified,debt_consolidation,11.87,0,695,10.9,Fully Paid
23000,60 months,6.98,455.21,A,6 years,OWN,101300,Source Verified,credit_card,32.3,0,745,90.0,Charged Off
6600,36 months,18.31,239.63,D,< 1 year,RENT,51200,Not Verified,debt_consolidation,23.53,1,672,59.7,Fully Paid
12500,36 months,7.43,388.43,A,10+ years,MORTGAGE,63200,Not Verified,debt_consolidation,50.0,1,744,58.9,Fully Paid
19200,60 months,19.76,506.12,E,10+ years,RENT,54800,Verified,debt_consolidation,4.81,0,670,54.4,Charged Off
20800,60 months,13.17,475.08,C,10+ years,MORTGAGE,175600,Verified,debt_consolidation,8.08,0,701,71.9,Charged Off
10300,60 months,18.13,262.28,D,10+ years,RENT,69900,Not Verified,debt_consolidation,14.37,0,677,66.6,Charged Off
9600,36 months,15.73,336.23,C,10+ years,MORTGAGE,26500,Source Verified,home_improvement,35.99,0,690,69.6,Fully Paid
17300,60 months,15.92,419.97,D,10+ years,RENT,111300,Verified,credit_card,31.87,0,671,53.4,Charged Off
12600,36 months,14.68,434.81,C,7 years,RENT,93000,Verified,debt_consolidation,22.85,0,686,20.6,Charged Off
10400,36 months,12.82,349.52,B,6 years,MORTGAGE,49500,Not Verified,debt_consolidation,27.11,1,730,21.8,Charged Off
24700,36 months,30.0,1048.55,G,5 years,RENT,48900,Verified,debt_consolidation,20.83,0,648,84.9,Charged Off
13700,36 months,17.01,488.51,D,10+ years,MORTGAGE,84800,Verified,debt_consolidation,15.06,1,712,73.3,Charged Off
10700,60 months,10.41,229.51,B,7 years,RENT,98400,Source Verified,debt_consolidation,33.1,0,705,35.9,Charged Off
10600,36 months,18.76,387.27,D,4 years,MORTGAGE,25700,Not Verified,debt_consolidation,2.63,0,677,74.2,Fully Paid
39600,60 months,11.67,874.29,B,10+ years,MORTGAGE,71500,Not Verified,debt_consolidation,22.94,0,703,86.1,Charged Off
11200,36 months,15.38,390.34,D,10+ years,OTHER,48800,Not Verified,debt_consolidation,10.42,0,691,55.3,Fully Paid
4200,60 months,14.57,98.97,C,1 year,OWN,53600,Not Verified,debt_consolidation,39.38,0,700,36.6,Charged Off
12900,36 months,20.67,483.83,E,10+ years,MORTGAGE,95000,Not Verified,debt_consolidation,20.59,0,680,61.4,Fully Paid
6700,36 months,11.57,221.16,C,10+ years,OWN,52400,Source Verified,medical,8.5,1,701,45.8,Fully Paid
7700,60 months,9.95,163.41,B,10+ years,RENT,43600,Source Verified,debt_consolidation,25.85,0,738,82.4,Fully Paid
6500,36 months,19.14,238.72,E,10+ years,MORTGAGE,59000,Not Verified,debt_consolidation,26.91,0,677,35.0,Fully Paid
6900,60 months,12.66,155.8,C,6 years,RENT,127300,Not Verified,credit_card,22.57,1,712,48.5,Charged Off
22600,36 months,15.19,785.54,D,10+ years,MORTGAGE,95600,Verified,major_purchase,50.0,0,669,55.3,Charged Off
17700,60 months,7.83,357.45,A,2 years,RENT,70200,Not Verified,major_purchase,39.87,0,768,73.9,Charged Off
7800,36 months,11.48,257.14,C,10+ years,RENT,69200,Not Verified,debt_consolidation,13.05,1,711,74.4,Fully Paid
28500,60 months,17.78,720.31,D,8 years,RENT,63700,Not Verified,debt_consolidation,30.54,0,667,76.0,Charged Off
5400,60 months,25.31,159.48,F,10+ years,MORTGAGE,86300,Verified,debt_consolidation,24.77,0,676,3.2,Charged Off
6800,36 months,7.5,211.52,A,10+ years,MORTGAGE,90300,Not Verified,home_improvement,12.58,1,746,65.2,Fully Paid
20800,36 months,10.52,676.25,B,2 years,MORTGAGE,64100,Not Verified,debt_consolidation,36.86,0,716,61.2,Charged Off
6300,36 months,10.58,205.0,B,6 years,RENT,50000,Verified,credit_card,26.26,0,703,75.9,Charged Off
12300,36 months,25.85,494.59,G,10+ years,RENT,62500,Not Verified,debt_consolidation,15.59,1,643,66.6,Fully Paid
18400,36 months,16.44,650.89,C,10+ years,MORTGAGE,130400,Source Verified,debt_consolidation,20.51,0,694,21.6,Fully Paid
32500,36 months,13.79,1107.46,D,,MORTGAGE,63400,Not Verified,debt_consolidation,26.06,0,677,52.3,Charged Off
25200,36 months,8.39,794.22,B,< 1 year,OTHER,124800,Not Verified,debt_consolidation,29.06,2,707,32.4,Fully Paid
8800,36 months,11.58,290.52,C,1 year,MORTGAGE,107300,Verified,credit_card,17.87,0,696,60.2,Charged Off
12400,36 months,7.98,388.46,A,,MORTGAGE,90500,Verified,debt_consolidation,20.75,0,740,72.0,Fully Paid
5100,36 months,19.12,187.26,D,8 years,OWN,40400,Source Verified,debt_consolidation,13.43,0,690,49.9,Fully Paid
9700,60 months,11.93,215.43,B,2 years,MORTGAGE,47800,Not Verified,credit_card,15.09,1,727,69.4,Fully Paid
9800,36 months,13.2,331.15,C,< 1 year,RENT,61100,Not Verified,debt_consolidation,24.83,1,688,26.2,Charged Off
7100,60 months,11.4,155.79,C,5 years,MORTGAGE,53600,Verified,debt_consolidation,13.26,1,702,89.1,Charged Off
15000,60 months,11.19,327.56,B,10+ years,MORTGAGE,64600,Not Verified,debt_consolidation,17.09,1,737,56.3,Fully Paid
14000,60 months,15.16,334.24,C,10+ years,MORTGAGE,79800,Verified,credit_card,20.03,0,691,65.2,Fully Paid
36400,60 months,30.0,1177.66,G,10+ years,MORTGAGE,38600,Not Verified,credit_card,11.15,1,654,35.4,Charged Off
6600,60 months,6.37,128.74,A,1 year,OWN,125200,Verified,debt_consolidation,46.28,0,746,69.4,Charged Off
12200,36 months,15.44,425.55,D,10+ years,MORTGAGE,88300,Verified,credit_card,12.73,0,692,41.9,Charged Off
10900,36 months,6.55,334.32,A,10+ years,OWN,153600,Not Verified,credit_card,25.12,1,726,51.2,Fully Paid
7900,60 months,14.43,185.59,C,10+ years,MORTGAGE,47100,Source Verified,debt_consolidation,27.78,1,675,64.3,Charged Off
25400,36 months,14.16,870.09,C,< 1 year,OWN,132000,Not Verified,credit_card,37.11,0,705,23.7,Charged Off
34300,36 months,21.26,1296.84,E,2 years,MORTGAGE,47800,Not Verified,debt_consolidation,19.59,1,686,74.5,Charged Off
9700,36 months,14.24,332.65,C,10+ years,RENT,91600,Not Verified,debt_consolidation,8.0,1,719,26.4,Fully Paid
11200,60 months,12.64,252.78,C,6 years,OWN,50200,Source Verified,credit_card,18.85,1,687,22.4,Fully Paid
8500,36 months,17.28,304.23,D,8 years,MORTGAGE,85000,Source Verified,debt_consolidation,14.22,1,707,71.9,Charged Off
12100,60 months,18.3,309.24,D,3 years,RENT,120700,Not Verified,other,10.51,0,686,81.6,Fully Paid
10800,60 months,15.51,259.83,C,3 years,MORTGAGE,61700,Source Verified,debt_consolidation,13.39,1,709,27.0,Charged Off
12000,36 months,18.83,438.84,E,3 years,MORTGAGE,66000,Source Verified,other,17.48,0,657,70.3,Charged Off
9100,36 months,10.41,295.39,B,2 years,MORTGAGE,44000,Source Verified,debt_consolidation,26.78,0,719,50.2,Fully Paid
19100,36 months,19.09,701.0,D,9 years,OWN,87000,Not Verified,car,17.28,0,690,31.5,Charged Off
24500,36 months,6.88,755.15,A,5 years,OWN,69500,Not Verified,debt_consolidation,4.56,0,724,47.1,Fully Paid
14700,36 months,7.41,456.65,A,6 years,RENT,59200,Not Verified,small_business,11.79,1,731,15.2,Fully Paid
9900,36 months,8.52,312.61,B,9 years,MORTGAGE,21800,Source Verified,credit_card,16.53,0,717,78.0,Charged Off
15800,60 months,21.25,429.67,E,1 year,RENT,72100,Not Verified,debt_consolidation,6.91,0,665,12.9,Charged Off
11700,60 months,16.99,290.71,D,2 years,RENT,106600,Not Verified,credit_card,6.54,0,687,65.7,Charged Off
12000,60 months,12.77,271.63,C,10+ years,RENT,68700,Source Verified,debt_consolidation,29.97,1,702,61.7,Fully Paid
7900,36 months,16.39,279.26,D,3 years,MORTGAGE,34300,Source Verified,credit_card,40.46,0,690,52.1,Fully Paid
6300,36 months,9.76,202.57,B,< 1 year,OWN,46100,Verified,debt_consolidation,32.54,0,695,70.4,Charged Off
5400,36 months,7.06,166.88,A,6 years,MORTGAGE,94900,Source Verified,debt_consolidation,27.89,1,755,78.1,Fully Paid
18500,36 months,17.88,667.71,D,3 years,MORTGAGE,91100,Verified,debt_consolidation,23.45,0,695,55.2,Fully Paid
13200,36 months,17.55,474.24,E,10+ years,RENT,40500,Verified,debt_consolidation,40.21,1,673,83.8,Charged Off
5400,36 months,21.5,204.83,E,9 years,RENT,79700,Verified,credit_card,31.26,0,677,51.1,Charged Off
9000,60 months,18.02,228.64,D,7 years,MORTGAGE,129600,Not Verified,debt_consolidation,11.55,0,695,64.1,Charged Off
5400,60 months,9.71,113.97,B,10+ years,RENT,121700,Not Verified,debt_consolidation,28.65,0,721,42.9,Charged Off
12900,60 months,13.55,297.16,C,7 years,MORTGAGE,185800,Not Verified,debt_consolidation,15.75,0,699,85.5,Charged Off
12400,60 months,15.85,300.56,D,7 years,MORTGAGE,41800,Not Verified,home_improvement,15.0,0,679,15.8,Fully Paid
12100,36 months,12.33,403.8,C,10+ years,MORTGAGE,116300,Not Verified,debt_consolidation,13.33,1,686,25.1,Fully Paid
19300,36 months,7.31,598.67,A,10+ years,MORTGAGE,86100,Not Verified,debt_consolidation,18.73,1,725,41.1,Fully Paid
4900,60 months,6.21,95.21,A,7 years,MORTGAGE,110000,Not Verified,credit_card,32.54,0,713,45.4,Charged Off
6900,60 months,20.46,184.58,D,7 years,MORTGAGE,71600,Not Verified,debt_consolidation,24.81,0,697,17.8,Charged Off
24800,36 months,22.85,958.06,E,< 1 year,RENT,38600,Verified,home_improvement,6.73,0,649,32.3,Charged Off
10400,36 months,7.8,324.94,A,10+ years,RENT,57000,Not Verified,credit_card,27.65,1,766,42.6,Charged Off
32500,36 months,15.17,1129.33,D,10+ years,RENT,98600,Source Verified,credit_card,20.5,0,673,50.3,Charged Off
16300,36 months,28.93,682.44,G,4 years,RENT,58200,Not Verified,small_business,19.17,0,650,62.9,Fully Paid
5700,60 months,12.88,129.34,C,9 years,OWN,17900,Verified,home_improvement,32.12,1,709,26.7,Fully Paid
13600,36 months,9.7,436.92,B,3 years,MORTGAGE,108600,Not Verified,home_improvement,18.27,0,728,86.5,Fully Paid
16200,36 months,16.16,570.82,D,6 years,RENT,52400,Source Verified,debt_consolidation,7.71,0,684,27.2,Charged Off
9500,36 months,8.83,301.35,A,10+ years,MORTGAGE,98800,Verified,small_business,40.53,0,765,69.2,Fully Paid
15200,36 months,16.41,537.47,D,1 year,OWN,69500,Not Verified,major_purchase,13.68,0,673,54.3,Fully Paid
17700,36 months,14.0,604.94,C,10+ years,MORTGAGE,44200,Verified,credit_card,6.36,0,698,71.8,Charged Off
5200,36 months,11.63,171.8,B,< 1 year,OWN,68200,Source Verified,credit_card,11.64,0,714,62.6,Fully Paid
31700,36 months,14.39,1089.45,C,3 years,RENT,23500,Verified,credit_card,15.12,0,685,59.0,Charged Off
7700,36 months,14.52,265.12,C,8 years,OWN,78800,Not Verified,home_improvement,17.37,1,699,61.8,Fully Paid
9200,36 months,14.67,317.44,C,5 years,RENT,121700,Not Verified,debt_consolidation,14.69,0,703,23.6,Fully Paid
5000,36 months,18.48,181.97,E,9 years,MORTGAGE,38900,Not Verified,debt_consolidation,19.34,0,665,87.3,Fully Paid
31100,36 months,11.05,1018.91,B,5 years,MORTGAGE,29500,Not Verified,credit_card,36.05,0,730,23.2,Fully Paid
12900,36 months,20.43,482.24,E,< 1 year,RENT,101100,Source Verified,other,7.03,0,673,84.1,Charged Off
5600,36 months,6.69,172.12,A,10+ years,RENT,37000,Not Verified,debt_consolidation,22.31,1,743,59.5,Charged Off
9000,36 months,12.69,301.9,C,10+ years,OWN,62800,Source Verified,debt_consolidation,15.69,0,701,24.6,Fully Paid
14100,36 months,15.92,495.16,D,3 years,MORTGAGE,76400,Not Verified,medical,24.14,0,703,79.6,Fully Paid
21400,36 months,15.34,745.41,C,10+ years,MORTGAGE,132600,Verified,debt_consolidation,12.48,0,704,31.1,Fully Paid
24200,60 months,21.88,666.73,E,9 years,RENT,74900,Verified,debt_consolidation,22.38,0,668,46.3,Charged Off
19000,36 months,16.32,670.99,C,,MORTGAGE,105600,Source Verified,debt_consolidation,29.67,0,701,43.2,Fully Paid
9200,60 months,17.93,233.27,D,10+ years,RENT,246000,Verified,credit_card,14.98,0,684,64.6,Charged Off
26400,60 months,9.11,549.43,B,6 years,MORTGAGE,81000,Source Verified,major_purchase,21.61,0,706,78.8,Charged Off
9000,36 months,11.33,296.06,C,5 years,MORTGAGE,39100,Verified,credit_card,9.7,1,736,45.5,Fully Paid
8900,60 months,13.83,206.3,C,10+ years,RENT,106800,Source Verified,debt_consolidation,49.17,0,708,42.6,Charged Off
13600,36 months,20.13,506.33,E,10+ years,RENT,48800,Not Verified,debt_consolidation,22.38,0,687,35.8,Fully Paid
8300,36 months,9.76,266.88,B,,OTHER,76000,Verified,credit_card,13.91,0,720,50.8,Fully Paid
22200,36 months,14.25,761.44,C,1 year,RENT,54200,Source Verified,debt_consolidation,9.97,0,691,40.7,Fully Paid
9600,36 months,15.11,333.3,C,,MORTGAGE,42800,Not Verified,debt_consolidation,18.23,0,695,54.0,Charged Off
19000,36 months,12.84,638.72,C,6 years,MORTGAGE,55200,Source Verified,credit_card,20.23,1,689,42.7,Charged Off
7600,60 months,17.25,189.9,D,,RENT,97000,Source Verified,credit_card,18.59,0,696,46.4,Fully Paid
21100,36 months,7.45,655.86,A,10+ years,RENT,106000,Verified,credit_card,15.05,0,735,75.9,Fully Paid
28700,60 months,6.86,566.4,A,10+ years,MORTGAGE,69100,Source Verified,credit_card,14.73,0,749,60.1,Fully Paid
12300,36 months,17.74,443.07,E,7 years,RENT,77000,Verified,debt_consolidation,19.59,0,671,47.8,Fully Paid
25700,60 months,13.21,587.52,C,8 years,RENT,138800,Source Verified,debt_consolidation,29.41,0,706,43.9,Charged Off
9200,36 months,21.01,346.66,E,10+ years,MORTGAGE,136100,Source Verified,debt_consolidation,18.68,0,683,71.5,Charged Off
8300,36 months,12.42,277.35,C,10+ years,MORTGAGE,86900,Source Verified,debt_consolidation,20.28,1,702,24.5,Fully Paid
5100,36 months,10.67,166.17,B,10+ years,RENT,88400,Source Verified,debt_consolidation,20.72,0,719,85.9,Charged Off
9200,36 months,16.13,324.04,D,2 years,OWN,69600,Source Verified,debt_consolidation,17.76,1,682,81.7,Charged Off
20300,60 months,12.35,455.16,C,10+ years,MORTGAGE,21400,Verified,debt_consolidation,14.27,0,682,55.0,Charged Off
19900,60 months,22.41,554.27,F,9 years,MORTGAGE,120100,Source Verified,credit_card,18.72,0,643,61.2,Charged Off
8000,60 months,13.59,184.45,C,10+ years,MORTGAGE,109000,Not Verified,debt_consolidation,15.58,1,690,39.8,Fully Paid
9600,36 months,11.26,315.48,C,10+ years,RENT,56300,Not Verified,debt_consolidation,22.28,0,708,60.4,Fully Paid
14600,36 months,11.63,482.35,B,1 year,MORTGAGE,41300,Source Verified,car,11.59,0,715,75.8,Fully Paid
16600,36 months,10.42,538.91,B,7 years,MORTGAGE,90300,Source Verified,debt_consolidation,30.12,0,730,61.4,Charged Off
25400,60 months,12.83,575.72,C,7 years,MORTGAGE,93400,Not Verified,other,30.69,0,711,60.8,Fully Paid
12700,60 months,9.72,268.09,B,5 years,MORTGAGE,47100,Not Verified,debt_consolidation,21.72,1,715,52.5,Fully Paid
13400,36 months,12.01,445.14,B,9 years,MORTGAGE,74400,Source Verified,debt_consolidation,10.64,1,703,62.1,Fully Paid
6600,36 months,12.54,220.92,C,10+ years,RENT,59700,Source Verified,other,20.05,1,701,22.0,Fully Paid
11700,36 months,13.51,397.1,C,10+ years,RENT,85200,Not Verified,debt_consolidation,32.49,0,697,45.0,Fully Paid
11100,36 months,6.97,342.58,A,1 year,RENT,89800,Verified,other,4.26,1,750,78.5,Fully Paid
18900,60 months,16.26,462.23,D,10+ years,MORTGAGE,84900,Source Verified,credit_card,36.82,0,681,50.5,Charged Off
14100,36 months,10.84,460.55,B,10+ years,RENT,53600,Source Verified,debt_consolidation,17.69,0,724,53.4,Fully Paid
8900,36 months,14.45,306.13,C,8 years,OWN,45400,Not Verified,debt_consolidation,25.43,0,694,68.8,Charged Off
6600,36 months,16.26,232.88,E,10+ years,RENT,36600,Source Verified,credit_card,12.15,0,666,44.8,Charged Off
7500,60 months,15.45,180.2,C,10+ years,MORTGAGE,45800,Source Verified,credit_card,36.05,0,664,60.5,Charged Off
20900,60 months,13.92,485.44,C,2 years,RENT,164700,Source Verified,credit_card,38.37,0,717,58.1,Charged Off
15200,36 months,6.93,468.85,A,1 year,MORTGAGE,52900,Not Verified,credit_card,11.65,0,740,59.5,Fully Paid
9700,60 months,11.87,215.13,C,8 years,MORTGAGE,41000,Verified,debt_consolidation,12.22,0,695,64.2,Fully Paid
15700,60 months,10.8,339.79,B,7 years,RENT,141600,Verified,credit_card,24.87,0,690,29.6,Charged Off
14000,36 months,9.74,450.03,B,,RENT,28600,Source Verified,major_purchase,4.71,0,718,51.1,Charged Off
14000,36 months,11.45,461.33,B,10+ years,RENT,93100,Not Verified,debt_consolidation,15.88,0,723,46.5,Fully Paid
15900,60 months,10.53,341.99,B,4 years,RENT,88900,Source Verified,debt_consolidation,13.16,0,719,51.6,Fully Paid
13200,36 months,15.35,459.85,D,4 years,RENT,67700,Verified,major_purchase,37.52,0,679,67.1,Charged Off
10400,36 months,7.38,322.93,A,10+ years,RENT,75400,Not Verified,debt_consolidation,20.33,0,741,46.1,Fully Paid
21700,60 months,14.82,514.19,C,2 years,MORTGAGE,96000,Not Verified,debt_consolidation,19.45,0,693,19.8,Charged Off
